瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
131,没林,2024-06-25 17:00,28.2,,38,31.6
131,没林,2024-06-25 18:00,27.6,,42,27.8
131,没林,2024-06-25 19:00,26.5,,44,25
131,没林,2024-06-25 20:00,25,,48,22.8
131,没林,2024-06-25 21:00,24,,54,21.8
131,没林,2024-06-25 22:00,23.1,,56,21.1
131,没林,2024-06-25 23:00,22.3,,62,20.7
131,没林,2024-06-26 00:00,21.8,,66,20.2
131,没林,2024-06-26 01:00,21.5,,70,19.8
131,没林,2024-06-26 02:00,20.9,,73,19.6
131,没林,2024-06-26 03:00,20.7,,75,19.4
131,没林,2024-06-26 04:00,20.2,,76,19.2
131,没林,2024-06-26 05:00,20.1,,77,19.1
131,没林,2024-06-26 06:00,19.8,,79,19.7
131,没林,2024-06-26 07:00,21,,75,22.7
131,没林,2024-06-26 08:00,21.8,,73,25
131,没林,2024-06-26 09:00,22.9,,71,27.3
131,没林,2024-06-26 10:00,24.6,,59,32.5
131,没林,2024-06-26 11:00,26.9,,49,37.1
131,没林,2024-06-26 12:00,26.5,,53,37.3
131,没林,2024-06-26 13:00,28.6,,41,42.8
131,没林,2024-06-26 14:00,29.2,,37,44.2
131,没林,2024-06-26 15:00,29.7,,35,43
131,没林,2024-06-26 16:00,29.8,,38,41.6
131,没林,2024-06-26 17:00,30.6,,35,38.1
131,没林,2024-06-26 18:00,30,,35,33.4
131,没林,2024-06-26 19:00,29.3,,41,29.2
131,没林,2024-06-26 20:00,28.2,,45,26.6
131,没林,2024-06-26 21:00,26.2,,55,25
131,没林,2024-06-26 22:00,25.5,,56,24.1
131,没林,2024-06-26 23:00,24.7,,53,23.1
131,没林,2024-06-27 00:00,24.1,,57,22.5
131,没林,2024-06-27 01:00,23.3,,57,21.8
131,没林,2024-06-27 02:00,22.7,,59,21.7
131,没林,2024-06-27 03:00,22.2,,64,21
131,没林,2024-06-27 04:00,22,,65,20.6
131,没林,2024-06-27 05:00,21.1,,70,20.2
131,没林,2024-06-27 06:00,21.1,,71,20.8
131,没林,2024-06-27 07:00,21.7,,72,23.2
131,没林,2024-06-27 08:00,23.2,,66,27
131,没林,2024-06-27 09:00,24.6,,63,30
131,没林,2024-06-27 10:00,25.8,,60,32
131,没林,2024-06-27 11:00,26.1,,58,32.1
131,没林,2024-06-27 12:00,26.8,,59,32.7
131,没林,2024-06-27 13:00,26.7,,60,32
131,没林,2024-06-27 14:00,27.7,,56,34
131,没林,2024-06-27 15:00,28.6,,51,35.5
131,没林,2024-06-27 16:00,29,,45,35.1
131,没林,2024-06-27 17:00,28.9,,40,33.2
131,没林,2024-06-27 18:00,29,,37,32
131,没林,2024-06-27 19:00,27.7,,43,27.1
131,没林,2024-06-27 20:00,26.6,,46,24.5
131,没林,2024-06-27 21:00,25.7,,51,23.2
131,没林,2024-06-27 22:00,24.6,,54,22.2
131,没林,2024-06-27 23:00,23.8,,56,21.5
131,没林,2024-06-28 00:00,22.2,,66,21
131,没林,2024-06-28 01:00,21.3,,70,20.3
131,没林,2024-06-28 02:00,20.8,,73,19.7
131,没林,2024-06-28 03:00,20,,75,19.3
131,没林,2024-06-28 04:00,19.5,,77,19
131,没林,2024-06-28 05:00,19.4,,75,18.8
131,没林,2024-06-28 06:00,19.3,,75,18.8
131,没林,2024-06-28 07:00,20.2,,72,21.7
131,没林,2024-06-28 08:00,22.3,,66,27.2
131,没林,2024-06-28 09:00,24.6,,58,32.5
131,没林,2024-06-28 10:00,26.2,,50,37.8
131,没林,2024-06-28 11:00,28,,44,43.7
131,没林,2024-06-28 12:00,29.4,,39,47.3
131,没林,2024-06-28 13:00,30.7,,31,49.5
131,没林,2024-06-28 14:00,31.1,,29,50
131,没林,2024-06-28 15:00,31.8,,24,48.6
131,没林,2024-06-28 16:00,32.5,,24,45.4
131,没林,2024-06-28 17:00,32.2,,29,40.9
131,没林,2024-06-28 18:00,31.9,,30,34.9
131,没林,2024-06-28 19:00,30.8,,37,30.5
131,没林,2024-06-28 20:00,28.4,,46,28
131,没林,2024-06-28 21:00,27.2,,50,26.3
131,没林,2024-06-28 22:00,26.3,,54,25.3
131,没林,2024-06-28 23:00,25.8,,54,24.6
131,没林,2024-06-29 00:00,25,,56,24
131,没林,2024-06-29 01:00,24.3,,61,24
131,没林,2024-06-29 02:00,24.3,,60,24.2
131,没林,2024-06-29 03:00,24.5,,57,24.5
131,没林,2024-06-29 04:00,24.2,,59,24.1
131,没林,2024-06-29 05:00,23.7,,64,22.8
131,没林,2024-06-29 06:00,23.6,,67,23.7
131,没林,2024-06-29 07:00,23.7,,68,25
131,没林,2024-06-29 08:00,25.3,,61,28.7
131,没林,2024-06-29 09:00,27.1,,55,37
131,没林,2024-06-29 10:00,28.3,,55,38.4
131,没林,2024-06-29 11:00,29.2,,53,40.8
131,没林,2024-06-29 12:00,30.7,,50,46.3
131,没林,2024-06-29 13:00,30.4,,50,39.7
131,没林,2024-06-29 14:00,30.4,,51,39.9
131,没林,2024-06-29 15:00,30.4,,52,37.9
131,没林,2024-06-29 16:00,30.3,0,53,33.4
131,没林,2024-06-29 17:00,25.4,3.3,82,27.1
131,没林,2024-06-29 18:00,24.5,11.2,88,25.7
131,没林,2024-06-29 19:00,23.8,8.7,88,24.7
131,没林,2024-06-29 20:00,24,4.6,86,24.5
131,没林,2024-06-29 21:00,23.5,10.7,90,24.3
131,没林,2024-06-29 22:00,24.2,1.5,88,24.6
131,没林,2024-06-29 23:00,24.6,3.5,89,24.7
131,没林,2024-06-30 00:00,25,1.4,89,25
131,没林,2024-06-30 01:00,25.5,1.1,87,25.1
131,没林,2024-06-30 02:00,25.7,0,85,25.1
131,没林,2024-06-30 03:00,25.8,0,83,25
131,没林,2024-06-30 04:00,25.1,1.3,88,24.8
131,没林,2024-06-30 05:00,25.3,.1,84,24.7
131,没林,2024-06-30 06:00,25.5,0,82,24.7
131,没林,2024-06-30 07:00,24.8,0,86,24.8
131,没林,2024-06-30 08:00,25.1,.1,86,26.1
131,没林,2024-06-30 09:00,24.4,1.5,89,26.1
131,没林,2024-06-30 10:00,25.3,0,81,28.1
131,没林,2024-06-30 11:00,25.8,,78,29.3
131,没林,2024-06-30 12:00,26.3,,74,30
131,没林,2024-06-30 13:00,27.6,,68,31.5
131,没林,2024-06-30 14:00,26.7,,71,28.6
131,没林,2024-06-30 15:00,26.6,,70,27.7
131,没林,2024-06-30 16:00,27.7,,65,30.6
131,没林,2024-06-30 17:00,28.9,,64,32.5
131,没林,2024-06-30 18:00,28.2,,65,28.8
131,没林,2024-06-30 19:00,27.5,,70,27.3
131,没林,2024-06-30 20:00,26.6,,75,25.7
131,没林,2024-06-30 21:00,26,,79,25
131,没林,2024-06-30 22:00,25.3,,81,25
131,没林,2024-06-30 23:00,24.8,,82,24.3
131,没林,2024-07-01 00:00,24.2,,85,24
131,没林,2024-07-01 01:00,24.1,,82,23.7
131,没林,2024-07-01 02:00,24.1,,85,24.2
131,没林,2024-07-01 03:00,23.8,,83,23.8
131,没林,2024-07-01 04:00,23.5,,87,23.6
131,没林,2024-07-01 05:00,23.1,,87,23.1
131,没林,2024-07-01 06:00,23,,87,23.5
131,没林,2024-07-01 07:00,23.7,,82,25.8
131,没林,2024-07-01 08:00,24.1,,80,26.9
131,没林,2024-07-01 09:00,25.7,,72,31.4
131,没林,2024-07-01 10:00,27.2,,68,31.8
131,没林,2024-07-01 11:00,28,,57,33.5
131,没林,2024-07-01 12:00,30.1,,50,39.9
131,没林,2024-07-01 13:00,29.7,,51,36.1
131,没林,2024-07-01 14:00,30.8,,48,40.3
131,没林,2024-07-01 15:00,31.4,,46,38.1
131,没林,2024-07-01 16:00,31.3,,44,36.5
131,没林,2024-07-01 17:00,31.7,,43,34
131,没林,2024-07-01 18:00,30.9,,46,30.7
131,没林,2024-07-01 19:00,30.3,,48,28.3
131,没林,2024-07-01 20:00,29.6,,51,26.7
131,没林,2024-07-01 21:00,29.1,,53,26
131,没林,2024-07-01 22:00,27.4,,63,25.2
131,没林,2024-07-01 23:00,26.7,,64,24.7
131,没林,2024-07-02 00:00,26,,67,24.5
131,没林,2024-07-02 01:00,25.7,,72,24.2
131,没林,2024-07-02 02:00,25.1,,75,24.3
131,没林,2024-07-02 03:00,24.8,,75,24.3
131,没林,2024-07-02 04:00,24.8,,76,24.5
131,没林,2024-07-02 05:00,24.2,0,78,24.2
131,没林,2024-07-02 06:00,24.2,.7,83,24.2
131,没林,2024-07-02 07:00,23.7,4.8,87,24
131,没林,2024-07-02 08:00,22.8,24.1,92,23.8
131,没林,2024-07-02 09:00,22.8,22,91,23.8
131,没林,2024-07-02 10:00,22.8,11.2,90,24.1
131,没林,2024-07-02 11:00,22.5,8.4,90,24.2
131,没林,2024-07-02 12:00,22.8,5.3,90,24.3
131,没林,2024-07-02 13:00,23.5,.3,88,24.9
131,没林,2024-07-02 14:00,24.3,0,86,26
131,没林,2024-07-02 15:00,25,0,83,26.6
131,没林,2024-07-02 16:00,25.8,,81,27.6
131,没林,2024-07-02 17:00,26.7,,76,26.5
131,没林,2024-07-02 18:00,26.2,,77,25.7
131,没林,2024-07-02 19:00,26.2,,77,25.2
131,没林,2024-07-02 20:00,26.3,,76,24.8
131,没林,2024-07-02 21:00,26.5,,76,24.8
131,没林,2024-07-02 22:00,26.5,,75,24.7
131,没林,2024-07-02 23:00,26.6,0,75,24.8
131,没林,2024-07-03 00:00,26.7,0,75,24.9
131,没林,2024-07-03 01:00,25.6,1.6,85,24.8
131,没林,2024-07-03 02:00,25.3,1.5,90,25.1
131,没林,2024-07-03 03:00,25.1,1.5,90,25
131,没林,2024-07-03 04:00,24.6,.2,88,24.7
131,没林,2024-07-03 05:00,24.3,.8,89,24.5
131,没林,2024-07-03 06:00,24.2,.5,89,24.5
131,没林,2024-07-03 07:00,24.7,,88,25.7
131,没林,2024-07-03 08:00,25.1,,85,26.2
131,没林,2024-07-03 09:00,25.6,,81,26.6
131,没林,2024-07-03 10:00,26.3,,76,29.4
131,没林,2024-07-03 11:00,27.2,,71,31.6
131,没林,2024-07-03 12:00,27.5,,68,29.9
131,没林,2024-07-03 13:00,27.8,,67,31.1
131,没林,2024-07-03 14:00,29.4,,63,34.5
131,没林,2024-07-03 15:00,28.8,,61,32.2
131,没林,2024-07-03 16:00,28.9,,61,31.6
131,没林,2024-07-03 17:00,28.8,,61,29.9
131,没林,2024-07-03 18:00,28.1,,65,27.7
131,没林,2024-07-03 19:00,27.5,,67,26.5
131,没林,2024-07-03 20:00,26.9,,70,25.7
131,没林,2024-07-03 21:00,26.3,,70,24.7
131,没林,2024-07-03 22:00,25.8,,72,24.2
131,没林,2024-07-03 23:00,25.7,,71,24.2
131,没林,2024-07-04 00:00,25.5,,73,24.2
131,没林,2024-07-04 01:00,24.9,,76,23.8
131,没林,2024-07-04 02:00,24.5,,79,23.6
131,没林,2024-07-04 03:00,24.3,,80,23.2
131,没林,2024-07-04 04:00,24.2,,81,23.5
131,没林,2024-07-04 05:00,24.1,,81,23.5
131,没林,2024-07-04 06:00,24,,82,23.5
131,没林,2024-07-04 07:00,24.3,,80,24.5
131,没林,2024-07-04 08:00,25.6,,73,27.7
131,没林,2024-07-04 09:00,26.5,,67,30.1
131,没林,2024-07-04 10:00,27.7,,62,33.9
131,没林,2024-07-04 11:00,28.6,,60,36
131,没林,2024-07-04 12:00,29.7,,56,38
131,没林,2024-07-04 13:00,30.6,,53,38.4
131,没林,2024-07-04 14:00,32,,50,38.7
131,没林,2024-07-04 15:00,32.4,,46,37.2
131,没林,2024-07-04 16:00,31.2,,51,31.9
131,没林,2024-07-04 17:00,31.2,,54,30.8
131,没林,2024-07-04 18:00,31.6,,57,30.5
131,没林,2024-07-04 19:00,31.3,,60,28.7
131,没林,2024-07-04 20:00,30.6,,63,27.8
131,没林,2024-07-04 21:00,30.3,,65,27.7
131,没林,2024-07-04 22:00,30.2,,66,27.3
131,没林,2024-07-04 23:00,30,,65,26.5
131,没林,2024-07-05 00:00,29.5,,66,26.3
131,没林,2024-07-05 01:00,26.3,2.3,82,26.1
131,没林,2024-07-05 02:00,25.7,0,83,25.6
131,没林,2024-07-05 03:00,25.7,,79,25.2
131,没林,2024-07-05 04:00,25.2,,78,24.7
131,没林,2024-07-05 05:00,24.7,,75,24.2
131,没林,2024-07-05 06:00,24.5,,75,24
131,没林,2024-07-05 07:00,24.2,,75,24.2
131,没林,2024-07-05 08:00,24.8,,72,26
131,没林,2024-07-05 09:00,25.5,,68,28.7
131,没林,2024-07-05 10:00,26.5,,65,31.9
131,没林,2024-07-05 11:00,28.2,,60,35.6
131,没林,2024-07-05 12:00,28.1,,59,36.6
131,没林,2024-07-05 13:00,28.4,,57,34.6
131,没林,2024-07-05 14:00,29.2,,56,35.5
131,没林,2024-07-05 15:00,28.8,,56,33.7
131,没林,2024-07-05 16:00,29.8,,53,34.1
131,没林,2024-07-05 17:00,29,,56,30.3
131,没林,2024-07-05 18:00,29.2,,56,29.1
131,没林,2024-07-05 19:00,28.3,,59,27.2
131,没林,2024-07-05 20:00,27.7,,59,25.6
131,没林,2024-07-05 21:00,27.3,,60,25.2
131,没林,2024-07-05 22:00,26.8,,61,24.7
131,没林,2024-07-05 23:00,26,,68,24.6
131,没林,2024-07-06 00:00,25.8,,66,24.5
131,没林,2024-07-06 01:00,25.2,,70,24.3
131,没林,2024-07-06 02:00,25.2,,69,24.3
131,没林,2024-07-06 03:00,25.1,0,70,24.6
131,没林,2024-07-06 04:00,25.2,,70,24.7
131,没林,2024-07-06 05:00,25.2,,71,24.7
131,没林,2024-07-06 06:00,23.8,,81,24.3
131,没林,2024-07-06 07:00,24.7,,78,25.3
131,没林,2024-07-06 08:00,25.5,,75,26.5
131,没林,2024-07-06 09:00,27.5,,70,29.7
131,没林,2024-07-06 10:00,30.4,,64,35.1
131,没林,2024-07-06 11:00,31.1,,62,36.1
131,没林,2024-07-06 12:00,30.7,,62,32.9
131,没林,2024-07-06 13:00,31.5,,62,33.7
131,没林,2024-07-06 14:00,31.7,,61,34.2
131,没林,2024-07-06 15:00,31.6,,63,32.2
131,没林,2024-07-06 16:00,31.4,,65,30.8
131,没林,2024-07-06 17:00,30.7,,67,29.2
131,没林,2024-07-06 18:00,30.6,0,68,29.1
131,没林,2024-07-06 19:00,30.1,,69,28.1
131,没林,2024-07-06 20:00,29.7,,71,27.7
131,没林,2024-07-06 21:00,29.2,,70,27.1
131,没林,2024-07-06 22:00,29,,71,27
131,没林,2024-07-06 23:00,28.5,,74,26.7
131,没林,2024-07-07 00:00,28.1,0,77,26.6
131,没林,2024-07-07 01:00,27.5,0,80,26.3
131,没林,2024-07-07 02:00,25.7,4.6,89,26.2
131,没林,2024-07-07 03:00,24.7,14,91,25.7
131,没林,2024-07-07 04:00,22.5,17.6,91,24.6
131,没林,2024-07-07 05:00,22.6,6.3,91,24.7
131,没林,2024-07-07 06:00,22.6,3.1,90,24.3
131,没林,2024-07-07 07:00,22.2,8.2,91,24.1
131,没林,2024-07-07 08:00,22.2,15.3,92,24
131,没林,2024-07-07 09:00,22.6,2.6,90,24
131,没林,2024-07-07 10:00,22.5,5.8,92,24.2
131,没林,2024-07-07 11:00,23.1,4.5,91,24.5
131,没林,2024-07-07 12:00,24,2.6,91,25.5
131,没林,2024-07-07 13:00,25.1,.2,89,27.2
131,没林,2024-07-07 14:00,25.7,2.2,88,27.2
131,没林,2024-07-07 15:00,26.5,0,84,28.5
131,没林,2024-07-07 16:00,27.1,0,83,28.7
131,没林,2024-07-07 17:00,26.3,.4,87,27.6
131,没林,2024-07-07 18:00,26.3,.1,87,27.2
131,没林,2024-07-07 19:00,26,2.8,90,26.7
131,没林,2024-07-07 20:00,25.5,5.2,91,26.3
131,没林,2024-07-07 21:00,25.7,.2,91,26.1
131,没林,2024-07-07 22:00,26,0,91,26.1
131,没林,2024-07-07 23:00,25.7,0,90,26.1
131,没林,2024-07-08 00:00,25.7,,90,26
131,没林,2024-07-08 01:00,25.5,.3,90,25.7
131,没林,2024-07-08 02:00,25.2,,91,25.6
131,没林,2024-07-08 03:00,25.3,,90,25.6
131,没林,2024-07-08 04:00,25.2,0,90,25.5
131,没林,2024-07-08 05:00,25.2,.2,90,25.2
131,没林,2024-07-08 06:00,24.5,8.4,90,25.1
131,没林,2024-07-08 07:00,24.3,.8,86,24.7
131,没林,2024-07-08 08:00,24.2,1.8,88,25
131,没林,2024-07-08 09:00,24.1,5.7,91,25
131,没林,2024-07-08 10:00,24,16.7,91,24.7
131,没林,2024-07-08 11:00,24,11.2,88,25.2
131,没林,2024-07-08 12:00,24.6,1.2,86,26.9
131,没林,2024-07-08 13:00,24.3,.5,88,26.2
131,没林,2024-07-08 14:00,25,1.2,87,27.6
131,没林,2024-07-08 15:00,25.2,.1,87,26.7
131,没林,2024-07-08 16:00,25.6,.4,87,27.4
131,没林,2024-07-08 17:00,25.7,.6,87,27.1
131,没林,2024-07-08 18:00,25.7,.2,88,26.5
131,没林,2024-07-08 19:00,25.7,0,87,26.1
131,没林,2024-07-08 20:00,25.6,0,87,25.7
131,没林,2024-07-08 21:00,23.6,21,90,24.7
131,没林,2024-07-08 22:00,23.3,34.3,92,24.2
131,没林,2024-07-08 23:00,23.3,10.7,92,24.3
131,没林,2024-07-09 00:00,23.3,.8,92,24.3
131,没林,2024-07-09 01:00,23.5,.3,93,24.5
131,没林,2024-07-09 02:00,23.4,.5,92,24.3
131,没林,2024-07-09 03:00,23.5,0,92,24.3
131,没林,2024-07-09 04:00,23.6,,92,24.3
131,没林,2024-07-09 05:00,23.7,,91,24.4
131,没林,2024-07-09 06:00,23.8,,91,24.5
131,没林,2024-07-09 07:00,23.9,0,91,24.7
131,没林,2024-07-09 08:00,24.3,0,90,25.3
131,没林,2024-07-09 09:00,24.8,.1,89,26.1
131,没林,2024-07-09 10:00,25.6,.2,87,27.2
131,没林,2024-07-09 11:00,25,.1,85,27
131,没林,2024-07-09 12:00,24.8,1.1,88,26.7
131,没林,2024-07-09 13:00,24.8,1.7,88,27.1
131,没林,2024-07-09 14:00,24.7,1.4,85,27.2
131,没林,2024-07-09 15:00,24.5,.9,87,26.5
131,没林,2024-07-09 16:00,24.5,.6,87,26.7
131,没林,2024-07-09 17:00,24.7,.5,87,26.2
131,没林,2024-07-09 18:00,24.7,0,86,26.2
131,没林,2024-07-09 19:00,24.7,0,84,25.3
131,没林,2024-07-09 20:00,24.5,.1,84,24.8
131,没林,2024-07-09 21:00,24.3,.1,83,24.6
131,没林,2024-07-09 22:00,24,0,85,24.3
131,没林,2024-07-09 23:00,23.7,.5,86,24.1
131,没林,2024-07-10 00:00,23.1,4.8,89,23.7
131,没林,2024-07-10 01:00,23.2,6,88,23.8
131,没林,2024-07-10 02:00,23.5,3.2,83,23.5
131,没林,2024-07-10 03:00,22.3,12.9,89,23.1
131,没林,2024-07-10 04:00,22,54.9,91,22.7
131,没林,2024-07-10 05:00,22.1,4.8,88,22.8
131,没林,2024-07-10 06:00,23.2,.1,79,22.7
131,没林,2024-07-10 07:00,23.1,0,80,23.6
131,没林,2024-07-10 08:00,23.7,,76,25.2
131,没林,2024-07-10 09:00,25,,73,27.2
131,没林,2024-07-10 10:00,25.6,,74,28.6
131,没林,2024-07-10 11:00,26.7,,68,32.2
131,没林,2024-07-10 12:00,27.7,,70,34.5
131,没林,2024-07-10 13:00,27.3,,72,33.4
131,没林,2024-07-10 14:00,28.5,,67,35.8
131,没林,2024-07-10 15:00,28.9,,66,35.7
131,没林,2024-07-10 16:00,28.6,,67,33.3
131,没林,2024-07-10 17:00,28.7,,66,31.9
131,没林,2024-07-10 18:00,28.2,,67,29.2
131,没林,2024-07-10 19:00,27.2,,71,27.6
131,没林,2024-07-10 20:00,25.3,1.5,85,26.8
131,没林,2024-07-10 21:00,25.3,0,83,26.4
131,没林,2024-07-10 22:00,25,,85,26.1
131,没林,2024-07-10 23:00,24.7,,86,25.7
131,没林,2024-07-11 00:00,24.7,,87,25.6
131,没林,2024-07-11 01:00,24.5,,88,25.5
131,没林,2024-07-11 02:00,24.6,,83,25.3
131,没林,2024-07-11 03:00,23.8,,87,25.1
131,没林,2024-07-11 04:00,23.6,,86,24.7
131,没林,2024-07-11 05:00,23.2,.4,89,24.7
131,没林,2024-07-11 06:00,23.2,0,89,24.7
131,没林,2024-07-11 07:00,23.2,0,88,24.8
131,没林,2024-07-11 08:00,23.3,0,87,25.2
131,没林,2024-07-11 09:00,24.3,,80,27.7
131,没林,2024-07-11 10:00,25.3,,77,30
131,没林,2024-07-11 11:00,26.2,,73,31.8
131,没林,2024-07-11 12:00,27.4,,71,33
131,没林,2024-07-11 13:00,28.1,,69,32.5
131,没林,2024-07-11 14:00,28.6,,66,34.9
131,没林,2024-07-11 15:00,29.6,,65,36.8
131,没林,2024-07-11 16:00,29,,65,34.7
131,没林,2024-07-11 17:00,28.7,,65,32.1
131,没林,2024-07-11 18:00,27.8,,69,29.7
131,没林,2024-07-11 19:00,27.2,,71,27.9
131,没林,2024-07-11 20:00,26.7,,74,26.7
131,没林,2024-07-11 21:00,26,,77,25.7
131,没林,2024-07-11 22:00,25.5,,78,25.2
131,没林,2024-07-11 23:00,25.2,,79,25.2
131,没林,2024-07-12 00:00,24.8,,80,25.1
131,没林,2024-07-12 01:00,24.6,,81,25
131,没林,2024-07-12 02:00,24.1,,82,24.5
131,没林,2024-07-12 03:00,23.7,,83,24.2
131,没林,2024-07-12 04:00,23.2,,83,24.2
131,没林,2024-07-12 05:00,23.2,,83,24.1
131,没林,2024-07-12 06:00,23.2,,83,24.1
131,没林,2024-07-12 07:00,23.4,,82,24.6
131,没林,2024-07-12 08:00,24,,80,26.3
131,没林,2024-07-12 09:00,24.6,,77,27.2
131,没林,2024-07-12 10:00,25.3,,75,28
131,没林,2024-07-12 11:00,26,,70,29.7
131,没林,2024-07-12 12:00,27.4,,67,34.4
131,没林,2024-07-12 13:00,27.7,,66,35
131,没林,2024-07-12 14:00,29,,62,36.8
131,没林,2024-07-12 15:00,30.7,,58,37.6
131,没林,2024-07-12 16:00,31,,59,36.5
131,没林,2024-07-12 17:00,31.4,,57,34.9
131,没林,2024-07-12 18:00,30.5,,59,31.1
131,没林,2024-07-12 19:00,29.9,,60,28.7
131,没林,2024-07-12 20:00,28.6,,68,26.7
131,没林,2024-07-12 21:00,28,,69,26
131,没林,2024-07-12 22:00,27.2,,73,25.7
131,没林,2024-07-12 23:00,26.8,,73,25.2
131,没林,2024-07-13 00:00,26,,79,24.7
131,没林,2024-07-13 01:00,25.7,,79,24.8
131,没林,2024-07-13 02:00,24.9,,83,24.3
131,没林,2024-07-13 03:00,24.7,,84,24.2
131,没林,2024-07-13 04:00,25.1,,82,24.7
131,没林,2024-07-13 05:00,24.5,,85,24.6
131,没林,2024-07-13 06:00,24.6,,84,24.8
131,没林,2024-07-13 07:00,25.2,,83,26.1
131,没林,2024-07-13 08:00,25.6,,82,27.7
131,没林,2024-07-13 09:00,26.6,,76,31.5
131,没林,2024-07-13 10:00,29.2,,63,35.8
131,没林,2024-07-13 11:00,29.8,,59,39.1
131,没林,2024-07-13 12:00,31.9,,48,41
131,没林,2024-07-13 13:00,32.1,,41,43.2
131,没林,2024-07-13 14:00,32.5,,44,44.8
131,没林,2024-07-13 15:00,32.3,,46,42.5
131,没林,2024-07-13 16:00,32.2,,48,40.2
131,没林,2024-07-13 17:00,31.8,,50,36.4
131,没林,2024-07-13 18:00,26.2,.3,78,28.4
131,没林,2024-07-13 19:00,27.8,.1,70,28.3
131,没林,2024-07-13 20:00,27.4,,77,27.1
131,没林,2024-07-13 21:00,26.8,,79,26.2
131,没林,2024-07-13 22:00,27,,79,25.7
131,没林,2024-07-13 23:00,27.6,,67,25.8
131,没林,2024-07-14 00:00,26.7,,76,26.1
131,没林,2024-07-14 01:00,27.2,,67,25.5
131,没林,2024-07-14 02:00,26.7,,69,25
131,没林,2024-07-14 03:00,26.2,,71,24.7
131,没林,2024-07-14 04:00,26.2,,71,24.5
131,没林,2024-07-14 05:00,26,,71,24.5
131,没林,2024-07-14 06:00,25.3,,74,24.5
131,没林,2024-07-14 07:00,25.6,,72,25.1
131,没林,2024-07-14 08:00,26.5,,68,27.1
131,没林,2024-07-14 09:00,27,,66,27.9
131,没林,2024-07-14 10:00,28,,63,30.8
131,没林,2024-07-14 11:00,27.8,,64,31.2
131,没林,2024-07-14 12:00,29.2,,62,35.7
131,没林,2024-07-14 13:00,30.2,,57,37.7
131,没林,2024-07-14 14:00,30.1,,57,34.7
131,没林,2024-07-14 15:00,29.1,,60,32.7
131,没林,2024-07-14 16:00,29.1,,61,31.3
131,没林,2024-07-14 17:00,29.2,,61,32.5
131,没林,2024-07-14 18:00,28.2,,64,29.3
131,没林,2024-07-14 19:00,27.7,,65,28.1
131,没林,2024-07-14 20:00,27.2,,67,26.7
131,没林,2024-07-14 21:00,26.8,,68,25.7
131,没林,2024-07-14 22:00,26.5,,69,25.3
131,没林,2024-07-14 23:00,26,,71,24.8
131,没林,2024-07-15 00:00,25.7,,71,24.6
131,没林,2024-07-15 01:00,25.6,,73,24.6
131,没林,2024-07-15 02:00,25.2,,74,24.2
131,没林,2024-07-15 03:00,25.1,,75,24.3
131,没林,2024-07-15 04:00,25.1,,75,24.6
131,没林,2024-07-15 05:00,25.2,,73,24.5
131,没林,2024-07-15 06:00,25.2,,72,24.3
131,没林,2024-07-15 07:00,25.6,,69,24.6
131,没林,2024-07-15 08:00,26.4,,67,26.8
131,没林,2024-07-15 09:00,27.5,,63,31.8
131,没林,2024-07-15 10:00,28,,61,32.4
131,没林,2024-07-15 11:00,29.2,,59,38.1
131,没林,2024-07-15 12:00,30.4,,57,37.9
131,没林,2024-07-15 13:00,30.1,,57,38.9
131,没林,2024-07-15 14:00,30.5,,54,39.4
131,没林,2024-07-15 15:00,30.2,,56,37.7
131,没林,2024-07-15 16:00,31.3,,56,38.4
131,没林,2024-07-15 17:00,30.8,,57,34.7
131,没林,2024-07-15 18:00,31,,55,32.4
131,没林,2024-07-15 19:00,29.8,,60,29.4
131,没林,2024-07-15 20:00,29,,63,28
131,没林,2024-07-15 21:00,28.3,,65,27.2
131,没林,2024-07-15 22:00,27.7,,68,27
131,没林,2024-07-15 23:00,27.6,,68,26.7
131,没林,2024-07-16 00:00,27.2,,69,26.3
131,没林,2024-07-16 01:00,26.9,,70,26.2
131,没林,2024-07-16 02:00,26.5,,71,25.7
131,没林,2024-07-16 03:00,26.2,,73,25
131,没林,2024-07-16 04:00,26,,74,25
131,没林,2024-07-16 05:00,26.1,,71,24.6
131,没林,2024-07-16 06:00,25.8,,73,24.7
131,没林,2024-07-16 07:00,25.8,,74,25.7
131,没林,2024-07-16 08:00,26.5,,72,26.8
131,没林,2024-07-16 09:00,28.5,,65,31.7
131,没林,2024-07-16 10:00,28.3,0,66,32.9
131,没林,2024-07-16 11:00,27.3,0,73,31.1
131,没林,2024-07-16 12:00,25.2,.4,78,28.3
131,没林,2024-07-16 13:00,26,1.1,78,29.5
131,没林,2024-07-16 14:00,25.6,4,85,27.6
131,没林,2024-07-16 15:00,26,.3,85,28.2
131,没林,2024-07-16 16:00,25.7,5.7,87,27.2
131,没林,2024-07-16 17:00,26,1,87,27.9
131,没林,2024-07-16 18:00,26.2,0,87,27.7
131,没林,2024-07-16 19:00,26.3,0,85,27
131,没林,2024-07-16 20:00,26.2,.2,87,26.3
131,没林,2024-07-16 21:00,24.1,5.5,88,25.2
131,没林,2024-07-16 22:00,24,5.2,89,24.7
131,没林,2024-07-16 23:00,23.6,2.6,89,24.7
131,没林,2024-07-17 00:00,23,15.2,92,24.6
131,没林,2024-07-17 01:00,23.2,4.5,90,24.5
