瘤痢,瘤痢疙,老矫,扁柯(∑C),碍荐樊(mm),嚼档(%),瘤搁柯档(∑C)
131,没林,2024-01-22 18:00,-6.7,0,72,.2
131,没林,2024-01-22 19:00,-7.5,,76,0
131,没林,2024-01-22 20:00,-8.2,,77,0
131,没林,2024-01-22 21:00,-8.4,0,78,.1
131,没林,2024-01-22 22:00,-8.4,,76,.1
131,没林,2024-01-22 23:00,-9.4,,71,.1
131,没林,2024-01-23 00:00,-10.2,0,67,0
131,没林,2024-01-23 01:00,-10.8,,66,-.1
131,没林,2024-01-23 02:00,-11,,67,-.2
131,没林,2024-01-23 03:00,-11.6,,71,-.3
131,没林,2024-01-23 04:00,-11.7,,73,-.3
131,没林,2024-01-23 05:00,-11.7,,73,-.4
131,没林,2024-01-23 06:00,-11.9,,70,-.7
131,没林,2024-01-23 07:00,-12.4,,69,-.7
131,没林,2024-01-23 08:00,-12.1,,68,-.9
131,没林,2024-01-23 09:00,-11.4,,66,-.4
131,没林,2024-01-23 10:00,-10.5,,65,0
131,没林,2024-01-23 11:00,-9.8,,66,0
131,没林,2024-01-23 12:00,-8.2,0,64,0
131,没林,2024-01-23 13:00,-7.8,,54,.1
131,没林,2024-01-23 14:00,-7.4,,57,.6
131,没林,2024-01-23 15:00,-7.6,0,62,1.2
131,没林,2024-01-23 16:00,-7.5,,55,.8
131,没林,2024-01-23 17:00,-8.1,,66,.6
131,没林,2024-01-23 18:00,-8.5,0,69,.1
131,没林,2024-01-23 19:00,-9,,80,.1
131,没林,2024-01-23 20:00,-9.2,,82,.2
131,没林,2024-01-23 21:00,-9.4,1.7,78,.2
131,没林,2024-01-23 22:00,-10.2,,65,.3
131,没林,2024-01-23 23:00,-10.9,,60,.3
131,没林,2024-01-24 00:00,-11.4,.1,61,.3
131,没林,2024-01-24 01:00,-11.4,,62,.3
131,没林,2024-01-24 02:00,-11.2,,61,.3
131,没林,2024-01-24 03:00,-10.7,,60,.3
131,没林,2024-01-24 04:00,-10.5,,68,.3
131,没林,2024-01-24 05:00,-10.5,,75,.3
131,没林,2024-01-24 06:00,-9.7,,69,.3
131,没林,2024-01-24 07:00,-9.4,,68,.3
131,没林,2024-01-24 08:00,-9.2,,68,.3
131,没林,2024-01-24 09:00,-8,,64,.4
131,没林,2024-01-24 10:00,-6.9,,66,.5
131,没林,2024-01-24 11:00,-5.7,,51,.6
131,没林,2024-01-24 12:00,-5.5,0,47,.6
131,没林,2024-01-24 13:00,-5.1,,43,.6
131,没林,2024-01-24 14:00,-5,,49,.6
131,没林,2024-01-24 15:00,-4.5,,52,.8
131,没林,2024-01-24 16:00,-3.7,,50,.8
131,没林,2024-01-24 17:00,-4.6,,49,.8
131,没林,2024-01-24 18:00,-5.1,,51,.6
131,没林,2024-01-24 19:00,-5.4,,54,.5
131,没林,2024-01-24 20:00,-5.7,,50,.4
131,没林,2024-01-24 21:00,-6,,50,.3
131,没林,2024-01-24 22:00,-6.2,,51,.2
131,没林,2024-01-24 23:00,-6.6,,54,.2
131,没林,2024-01-25 00:00,-7.2,,52,.1
131,没林,2024-01-25 01:00,-7.5,,51,0
131,没林,2024-01-25 02:00,-7.5,,50,0
131,没林,2024-01-25 03:00,-7.4,,51,0
131,没林,2024-01-25 04:00,-7.9,,54,-.2
131,没林,2024-01-25 05:00,-8.2,,59,-.2
131,没林,2024-01-25 06:00,-8.5,,63,-.3
131,没林,2024-01-25 07:00,-8.5,,63,-.3
131,没林,2024-01-25 08:00,-8.4,,63,-.3
131,没林,2024-01-25 09:00,-6.9,,53,-.2
131,没林,2024-01-25 10:00,-5.5,,39,.1
131,没林,2024-01-25 11:00,-4.6,,38,.1
131,没林,2024-01-25 12:00,-3.6,,35,.3
131,没林,2024-01-25 13:00,-2.3,,34,.5
131,没林,2024-01-25 14:00,-.9,,34,.6
131,没林,2024-01-25 15:00,-.5,,31,.6
131,没林,2024-01-25 16:00,.2,,34,1.1
131,没林,2024-01-25 17:00,-.9,,38,1
131,没林,2024-01-25 18:00,-2.1,,42,.2
131,没林,2024-01-25 19:00,-2.9,,47,-.2
131,没林,2024-01-25 20:00,-3,,48,-.7
131,没林,2024-01-25 21:00,-3.1,,47,-1.3
131,没林,2024-01-25 22:00,-3.1,,48,-1.5
131,没林,2024-01-25 23:00,-3.9,,55,-1.8
131,没林,2024-01-26 00:00,-4.3,,55,-1.9
131,没林,2024-01-26 01:00,-5,,60,-1.9
131,没林,2024-01-26 02:00,-5.1,,62,-2.1
131,没林,2024-01-26 03:00,-5.4,,64,-2
131,没林,2024-01-26 04:00,-5.4,,65,-2.1
131,没林,2024-01-26 05:00,-5.5,,68,-2.3
131,没林,2024-01-26 06:00,-5.8,,68,-2.3
131,没林,2024-01-26 07:00,-6,,72,-1.5
131,没林,2024-01-26 08:00,-5.3,,70,-1.8
131,没林,2024-01-26 09:00,-4.7,,68,-.9
131,没林,2024-01-26 10:00,-2.9,,65,0
131,没林,2024-01-26 11:00,-1.5,,58,.1
131,没林,2024-01-26 12:00,.3,,54,.1
131,没林,2024-01-26 13:00,1.2,,48,.2
131,没林,2024-01-26 14:00,2.4,,49,.6
131,没林,2024-01-26 15:00,2.4,,51,1.7
131,没林,2024-01-26 16:00,2.4,,55,1.6
131,没林,2024-01-26 17:00,2.2,,55,.8
131,没林,2024-01-26 18:00,1.5,,59,.1
131,没林,2024-01-26 19:00,1.1,,63,0
131,没林,2024-01-26 20:00,.2,,68,-.5
131,没林,2024-01-26 21:00,-.2,,69,-.7
131,没林,2024-01-26 22:00,-.5,,70,-.8
131,没林,2024-01-26 23:00,-.8,,72,-1
131,没林,2024-01-27 00:00,-1,,75,-.9
131,没林,2024-01-27 01:00,-2,,78,-1.3
131,没林,2024-01-27 02:00,-1.8,,78,-.7
131,没林,2024-01-27 03:00,-1.8,,77,-1.3
131,没林,2024-01-27 04:00,-2.6,,82,-1.4
131,没林,2024-01-27 05:00,-3.3,,83,-1.8
131,没林,2024-01-27 06:00,-3.3,,83,-1.8
131,没林,2024-01-27 07:00,-3.1,,82,-1.4
131,没林,2024-01-27 08:00,-3,,84,-2.1
131,没林,2024-01-27 09:00,-2,,80,-.4
131,没林,2024-01-27 10:00,-.5,,73,.3
131,没林,2024-01-27 11:00,1.8,,39,.8
131,没林,2024-01-27 12:00,2.6,,41,4.6
131,没林,2024-01-27 13:00,3.7,,34,9.7
131,没林,2024-01-27 14:00,4.2,,27,10.1
131,没林,2024-01-27 15:00,4.1,,31,8.8
131,没林,2024-01-27 16:00,4.1,,34,5.2
131,没林,2024-01-27 17:00,3.2,,43,2.9
131,没林,2024-01-27 18:00,2.5,,48,.8
131,没林,2024-01-27 19:00,2,,55,.3
131,没林,2024-01-27 20:00,1.7,,56,.2
131,没林,2024-01-27 21:00,1,,60,.1
131,没林,2024-01-27 22:00,1.2,,59,.1
131,没林,2024-01-27 23:00,.2,,64,0
131,没林,2024-01-28 00:00,.2,,64,-.2
131,没林,2024-01-28 01:00,-.2,,66,-.3
131,没林,2024-01-28 02:00,-.5,,68,-.3
131,没林,2024-01-28 03:00,-.7,,68,-.5
131,没林,2024-01-28 04:00,-1.5,,69,-.7
131,没林,2024-01-28 05:00,-1.7,,61,-1
131,没林,2024-01-28 06:00,-2,,64,-1.3
131,没林,2024-01-28 07:00,-2.5,,67,-1.5
131,没林,2024-01-28 08:00,-2.5,,69,-1.7
131,没林,2024-01-28 09:00,-1.5,,67,-.3
131,没林,2024-01-28 10:00,-.3,,60,.1
131,没林,2024-01-28 11:00,1.3,,55,.9
131,没林,2024-01-28 12:00,2.5,,53,5.6
131,没林,2024-01-28 13:00,2.3,,55,7.4
131,没林,2024-01-28 14:00,2.4,,55,6.9
131,没林,2024-01-28 15:00,3,,50,6.4
131,没林,2024-01-28 16:00,3,,50,5
131,没林,2024-01-28 17:00,2.7,,49,3.2
131,没林,2024-01-28 18:00,2.5,,50,1.2
131,没林,2024-01-28 19:00,1.5,,53,.3
131,没林,2024-01-28 20:00,.8,,57,.1
131,没林,2024-01-28 21:00,.6,,59,0
131,没林,2024-01-28 22:00,-.2,,63,-.3
131,没林,2024-01-28 23:00,-.5,,66,-.5
131,没林,2024-01-29 00:00,-.9,,69,-.9
131,没林,2024-01-29 01:00,-2.1,,74,-1
131,没林,2024-01-29 02:00,-3,,78,-1.3
131,没林,2024-01-29 03:00,-2.9,,78,-1.7
131,没林,2024-01-29 04:00,-3.3,,79,-1.9
131,没林,2024-01-29 05:00,-3.8,,81,-2.1
131,没林,2024-01-29 06:00,-3.8,,81,-2.3
131,没林,2024-01-29 07:00,-3.9,,82,-1.5
131,没林,2024-01-29 08:00,-3.3,,81,-1
131,没林,2024-01-29 09:00,-2.5,,75,-.7
131,没林,2024-01-29 10:00,-.7,,69,.1
131,没林,2024-01-29 11:00,.8,,57,1.3
131,没林,2024-01-29 12:00,2.4,,51,6
131,没林,2024-01-29 13:00,2.9,,47,9.5
131,没林,2024-01-29 14:00,4,,43,10.8
131,没林,2024-01-29 15:00,4.5,,42,9.4
131,没林,2024-01-29 16:00,4.8,,39,6.3
131,没林,2024-01-29 17:00,3.7,,41,3.2
131,没林,2024-01-29 18:00,2.8,,46,.8
131,没林,2024-01-29 19:00,1.7,,50,.3
131,没林,2024-01-29 20:00,1.2,,52,.2
131,没林,2024-01-29 21:00,.6,,55,.1
131,没林,2024-01-29 22:00,.2,,57,-.3
131,没林,2024-01-29 23:00,-.2,,59,-.5
131,没林,2024-01-30 00:00,-.9,,64,-.7
131,没林,2024-01-30 01:00,-1.2,,66,-.7
131,没林,2024-01-30 02:00,-1.8,,70,-1.2
131,没林,2024-01-30 03:00,-2.5,,74,-1.4
131,没林,2024-01-30 04:00,-2.6,,73,-1.8
131,没林,2024-01-30 05:00,-3.3,,76,-1.9
131,没林,2024-01-30 06:00,-3.8,,79,-2.1
131,没林,2024-01-30 07:00,-3.8,,79,-2.3
131,没林,2024-01-30 08:00,-3.3,,75,-2.3
131,没林,2024-01-30 09:00,-2.3,,72,-.5
131,没林,2024-01-30 10:00,-.8,,69,.3
131,没林,2024-01-30 11:00,1.2,,58,1.5
131,没林,2024-01-30 12:00,2.9,,50,6.1
131,没林,2024-01-30 13:00,5.1,,42,10.6
131,没林,2024-01-30 14:00,7,,35,12.1
131,没林,2024-01-30 15:00,7.5,,34,10.7
131,没林,2024-01-30 16:00,8.1,,38,8.1
131,没林,2024-01-30 17:00,7.8,,38,5.1
131,没林,2024-01-30 18:00,6.5,,39,2.4
131,没林,2024-01-30 19:00,5.8,,44,.6
131,没林,2024-01-30 20:00,4.5,,53,.4
131,没林,2024-01-30 21:00,3.4,,56,.2
131,没林,2024-01-30 22:00,1.8,,61,.1
131,没林,2024-01-30 23:00,1.8,,62,.1
131,没林,2024-01-31 00:00,1,,63,0
131,没林,2024-01-31 01:00,1.2,,63,.2
131,没林,2024-01-31 02:00,1.7,,62,.2
131,没林,2024-01-31 03:00,2,,61,.3
131,没林,2024-01-31 04:00,2.2,,65,.3
131,没林,2024-01-31 05:00,2.7,,58,.4
131,没林,2024-01-31 06:00,1.8,,66,.4
131,没林,2024-01-31 07:00,2.2,,64,.6
131,没林,2024-01-31 08:00,2.7,,64,1
131,没林,2024-01-31 09:00,3.5,,60,2.2
131,没林,2024-01-31 10:00,4.5,,58,5.2
131,没林,2024-01-31 11:00,6.2,,48,9.5
131,没林,2024-01-31 12:00,8.8,,42,14.3
131,没林,2024-01-31 13:00,9.8,,37,15.6
131,没林,2024-01-31 14:00,10.8,,34,15.3
131,没林,2024-01-31 15:00,11.1,,34,13.6
131,没林,2024-01-31 16:00,12,,29,10.4
131,没林,2024-01-31 17:00,10.9,,24,7
131,没林,2024-01-31 18:00,9.3,,30,4.6
131,没林,2024-01-31 19:00,7.5,,36,3
131,没林,2024-01-31 20:00,6.3,,38,2.2
131,没林,2024-01-31 21:00,6,,42,1.7
131,没林,2024-01-31 22:00,4.9,,42,1.7
131,没林,2024-01-31 23:00,4.6,,45,1.8
131,没林,2024-02-01 00:00,4.3,,51,1.6
131,没林,2024-02-01 01:00,4,,49,1.8
131,没林,2024-02-01 02:00,3.5,,53,.5
131,没林,2024-02-01 03:00,2.9,,58,.6
131,没林,2024-02-01 04:00,2.5,,62,1
131,没林,2024-02-01 05:00,3,,61,1.6
131,没林,2024-02-01 06:00,2.8,,67,1.3
131,没林,2024-02-01 07:00,2.7,,71,1.5
131,没林,2024-02-01 08:00,2.5,,74,1.7
131,没林,2024-02-01 09:00,2.5,,73,2.7
131,没林,2024-02-01 10:00,3.2,,68,4.8
131,没林,2024-02-01 11:00,3.4,,63,5.5
131,没林,2024-02-01 12:00,4.3,,58,8.1
131,没林,2024-02-01 13:00,5,,55,9.2
131,没林,2024-02-01 14:00,5.5,,55,8.5
131,没林,2024-02-01 15:00,6,,54,7.4
131,没林,2024-02-01 16:00,6.5,,53,6.6
131,没林,2024-02-01 17:00,6.5,,52,5.3
131,没林,2024-02-01 18:00,6.3,,55,4.4
131,没林,2024-02-01 19:00,5.5,,58,3.7
131,没林,2024-02-01 20:00,4.8,,62,3.5
131,没林,2024-02-01 21:00,4,,63,2.7
131,没林,2024-02-01 22:00,3.9,,64,1.8
131,没林,2024-02-01 23:00,3.9,,63,1.2
131,没林,2024-02-02 00:00,4.1,,60,1.5
131,没林,2024-02-02 01:00,3.5,,65,2
131,没林,2024-02-02 02:00,4,,60,2
131,没林,2024-02-02 03:00,3.7,,61,1.5
131,没林,2024-02-02 04:00,3.3,,64,2
131,没林,2024-02-02 05:00,3.7,,62,1.8
131,没林,2024-02-02 06:00,2.4,,70,1.1
131,没林,2024-02-02 07:00,2,,72,.6
131,没林,2024-02-02 08:00,2.4,,72,.8
131,没林,2024-02-02 09:00,2,,71,2.9
131,没林,2024-02-02 10:00,3.2,,68,5.6
131,没林,2024-02-02 11:00,4.1,,65,7.8
131,没林,2024-02-02 12:00,5.6,,60,13.3
131,没林,2024-02-02 13:00,7.4,,56,15.3
131,没林,2024-02-02 14:00,7.6,,53,14.3
131,没林,2024-02-02 15:00,8.3,,42,12.5
131,没林,2024-02-02 16:00,8.7,,32,9.6
131,没林,2024-02-02 17:00,7.5,,48,6.6
131,没林,2024-02-02 18:00,5.8,,56,4
131,没林,2024-02-02 19:00,4.9,,58,2.6
131,没林,2024-02-02 20:00,3.7,,59,1.7
131,没林,2024-02-02 21:00,3.5,,59,.8
131,没林,2024-02-02 22:00,2.9,,61,.8
131,没林,2024-02-02 23:00,1.7,,67,.5
131,没林,2024-02-03 00:00,1.3,,70,.3
131,没林,2024-02-03 01:00,.6,,73,.2
131,没林,2024-02-03 02:00,.4,,77,.2
131,没林,2024-02-03 03:00,.5,,75,.1
131,没林,2024-02-03 04:00,1.1,,73,.4
131,没林,2024-02-03 05:00,.8,,73,.5
131,没林,2024-02-03 06:00,1.1,,72,.6
131,没林,2024-02-03 07:00,1.7,,71,.8
131,没林,2024-02-03 08:00,2,,71,1.3
131,没林,2024-02-03 09:00,2.8,,69,2.7
131,没林,2024-02-03 10:00,4.5,,66,5.3
131,没林,2024-02-03 11:00,5.8,,60,7.3
131,没林,2024-02-03 12:00,8.5,,50,10
131,没林,2024-02-03 13:00,9,,50,10.3
131,没林,2024-02-03 14:00,9.8,,49,12.3
131,没林,2024-02-03 15:00,9,0,51,9.6
131,没林,2024-02-03 16:00,9,,50,8.1
131,没林,2024-02-03 17:00,8.6,,53,7
131,没林,2024-02-03 18:00,7.4,.1,63,5.8
131,没林,2024-02-03 19:00,7,,66,5.5
131,没林,2024-02-03 20:00,6.1,,79,5.1
131,没林,2024-02-03 21:00,5.9,0,81,4.5
131,没林,2024-02-03 22:00,5.5,,82,4
131,没林,2024-02-03 23:00,5,,83,3.5
131,没林,2024-02-04 00:00,4.6,0,85,3.1
131,没林,2024-02-04 01:00,4,,87,2.5
131,没林,2024-02-04 02:00,4,,85,2.9
131,没林,2024-02-04 03:00,3.2,,87,2
131,没林,2024-02-04 04:00,2.9,,87,1.2
131,没林,2024-02-04 05:00,2.5,,87,.8
131,没林,2024-02-04 06:00,2.9,,85,1.2
131,没林,2024-02-04 07:00,2.5,,86,1.2
131,没林,2024-02-04 08:00,2,,88,1
131,没林,2024-02-04 09:00,3.7,,81,5.2
131,没林,2024-02-04 10:00,5.8,,71,9.8
131,没林,2024-02-04 11:00,7.2,,64,11.8
131,没林,2024-02-04 12:00,8.3,,58,11.2
131,没林,2024-02-04 13:00,9.3,,53,13.6
131,没林,2024-02-04 14:00,9.6,,52,13.2
131,没林,2024-02-04 15:00,9.6,,54,10
131,没林,2024-02-04 16:00,9.6,,52,9.1
131,没林,2024-02-04 17:00,9.3,,54,7.8
131,没林,2024-02-04 18:00,8.8,,57,6.4
131,没林,2024-02-04 19:00,8.6,,58,6
131,没林,2024-02-04 20:00,8.5,,58,5.8
131,没林,2024-02-04 21:00,8.1,,61,5.8
131,没林,2024-02-04 22:00,8,,62,5.5
131,没林,2024-02-04 23:00,7,,69,5.4
131,没林,2024-02-05 00:00,5.6,.8,74,5
131,没林,2024-02-05 01:00,5.5,,73,4.8
131,没林,2024-02-05 02:00,5,,79,4.6
131,没林,2024-02-05 03:00,4.5,.4,81,4.4
131,没林,2024-02-05 04:00,4.3,,85,4.3
131,没林,2024-02-05 05:00,4,,86,4
131,没林,2024-02-05 06:00,4.1,1.2,86,4
131,没林,2024-02-05 07:00,4,,86,4
131,没林,2024-02-05 08:00,4.1,,86,4
131,没林,2024-02-05 09:00,4,3.7,86,4.2
131,没林,2024-02-05 10:00,3.9,,85,5
131,没林,2024-02-05 11:00,4.3,,84,6.8
131,没林,2024-02-05 12:00,4.8,1.4,84,6.6
131,没林,2024-02-05 13:00,5.4,,81,8.3
131,没林,2024-02-05 14:00,5.8,,75,8.5
131,没林,2024-02-05 15:00,5.5,0,74,7
131,没林,2024-02-05 16:00,5,,72,6
131,没林,2024-02-05 17:00,4.8,,72,5
131,没林,2024-02-05 18:00,3.7,0,74,4.1
131,没林,2024-02-05 19:00,2.2,,83,3.5
131,没林,2024-02-05 20:00,1.6,,86,2.9
131,没林,2024-02-05 21:00,1.2,.5,87,2.5
131,没林,2024-02-05 22:00,.8,,87,2.4
131,没林,2024-02-05 23:00,.7,,88,2
131,没林,2024-02-06 00:00,.5,.3,90,1.7
131,没林,2024-02-06 01:00,.6,,90,2
131,没林,2024-02-06 02:00,.6,,88,2
131,没林,2024-02-06 03:00,.6,0,88,2
131,没林,2024-02-06 04:00,.6,,87,2
131,没林,2024-02-06 05:00,.6,,87,1.7
131,没林,2024-02-06 06:00,.4,.2,89,1.5
131,没林,2024-02-06 07:00,.4,,89,1.7
131,没林,2024-02-06 08:00,.5,,88,2
131,没林,2024-02-06 09:00,.8,0,88,2.7
131,没林,2024-02-06 10:00,1.2,,86,4.1
131,没林,2024-02-06 11:00,2,,82,5.8
131,没林,2024-02-06 12:00,2.5,0,79,5.3
131,没林,2024-02-06 13:00,2.9,,77,6
131,没林,2024-02-06 14:00,3.6,,74,6
131,没林,2024-02-06 15:00,3.9,,76,6.5
131,没林,2024-02-06 16:00,3.8,,77,5
131,没林,2024-02-06 17:00,4,,72,4.7
131,没林,2024-02-06 18:00,3.7,0,68,3.7
131,没林,2024-02-06 19:00,3.2,,67,3.2
131,没林,2024-02-06 20:00,2.7,,72,3
131,没林,2024-02-06 21:00,2.2,,73,2.7
131,没林,2024-02-06 22:00,1.7,,75,1.7
131,没林,2024-02-06 23:00,1.6,,73,1.5
131,没林,2024-02-07 00:00,1.3,,75,1.2
131,没林,2024-02-07 01:00,1.2,,72,1.6
131,没林,2024-02-07 02:00,1.2,,60,.8
131,没林,2024-02-07 03:00,.9,,61,1.1
131,没林,2024-02-07 04:00,.6,,65,1.2
131,没林,2024-02-07 05:00,.5,,69,1.1
131,没林,2024-02-07 06:00,.2,,73,1
131,没林,2024-02-07 07:00,.2,,74,1
131,没林,2024-02-07 08:00,.1,,75,1.1
131,没林,2024-02-07 09:00,.1,,74,1.8
131,没林,2024-02-07 10:00,.6,,70,3.5
131,没林,2024-02-07 11:00,.8,,62,4.9
131,没林,2024-02-07 12:00,1.7,,59,6
131,没林,2024-02-07 13:00,2.2,,57,5.7
131,没林,2024-02-07 14:00,2.2,,54,5
131,没林,2024-02-07 15:00,2.7,0,50,6.1
131,没林,2024-02-07 16:00,2.6,,55,4.4
131,没林,2024-02-07 17:00,2.4,,57,3.5
131,没林,2024-02-07 18:00,2.5,0,52,2.7
131,没林,2024-02-07 19:00,2.2,,55,2.2
131,没林,2024-02-07 20:00,2.1,,55,1.7
131,没林,2024-02-07 21:00,1.7,,57,.5
131,没林,2024-02-07 22:00,1.1,,67,.2
131,没林,2024-02-07 23:00,.2,,70,.1
131,没林,2024-02-08 00:00,-.2,,72,.1
131,没林,2024-02-08 01:00,-.9,,76,-.2
131,没林,2024-02-08 02:00,-1.2,,78,-.5
131,没林,2024-02-08 03:00,-1.4,,79,-.7
131,没林,2024-02-08 04:00,-1.7,,80,-.9
131,没林,2024-02-08 05:00,-2.1,,81,-1.2
131,没林,2024-02-08 06:00,-2.3,,83,-1.3
131,没林,2024-02-08 07:00,-2.4,,83,-1.4
131,没林,2024-02-08 08:00,-2.4,,82,-1.3
131,没林,2024-02-08 09:00,-1.3,,79,-.1
131,没林,2024-02-08 10:00,-.2,,74,.3
131,没林,2024-02-08 11:00,2.2,,66,5.8
131,没林,2024-02-08 12:00,2.7,,55,10.5
131,没林,2024-02-08 13:00,4,,53,15.1
131,没林,2024-02-08 14:00,5.1,,50,14.6
131,没林,2024-02-08 15:00,5.7,,46,12.6
131,没林,2024-02-08 16:00,6.3,,43,9.3
131,没林,2024-02-08 17:00,5.5,,42,5.8
131,没林,2024-02-08 18:00,4.3,,49,3
131,没林,2024-02-08 19:00,3.5,,52,1.6
131,没林,2024-02-08 20:00,2.9,,53,.8
131,没林,2024-02-08 21:00,2.5,,54,.5
131,没林,2024-02-08 22:00,1.6,,54,.2
131,没林,2024-02-08 23:00,1,,55,.4
131,没林,2024-02-09 00:00,.6,,56,.3
131,没林,2024-02-09 01:00,.2,,61,.2
131,没林,2024-02-09 02:00,-.1,,64,0
131,没林,2024-02-09 03:00,-.5,,66,-.4
131,没林,2024-02-09 04:00,-1.3,,70,-.7
131,没林,2024-02-09 05:00,-1.5,,73,-.9
131,没林,2024-02-09 06:00,-2,,75,-1.2
131,没林,2024-02-09 07:00,-2.4,,76,-1.4
131,没林,2024-02-09 08:00,-2.6,,81,-1.3
131,没林,2024-02-09 09:00,-.9,,72,0
131,没林,2024-02-09 10:00,.5,,70,.3
131,没林,2024-02-09 11:00,2.2,,61,8.3
131,没林,2024-02-09 12:00,3,,53,9.5
131,没林,2024-02-09 13:00,4.1,,48,11.5
131,没林,2024-02-09 14:00,6.3,,43,15.3
131,没林,2024-02-09 15:00,6.2,,42,12.7
131,没林,2024-02-09 16:00,6.6,,38,9
131,没林,2024-02-09 17:00,5.9,,39,5.6
131,没林,2024-02-09 18:00,4.6,,41,2.9
131,没林,2024-02-09 19:00,3.2,,44,1
131,没林,2024-02-09 20:00,2.6,,49,.3
131,没林,2024-02-09 21:00,2,,53,.4
131,没林,2024-02-09 22:00,1.5,,57,.2
131,没林,2024-02-09 23:00,1.2,,59,.1
131,没林,2024-02-10 00:00,.5,,62,-.3
131,没林,2024-02-10 01:00,-.4,,66,-.5
131,没林,2024-02-10 02:00,-.9,,68,-.7
131,没林,2024-02-10 03:00,-1.2,,69,-.9
131,没林,2024-02-10 04:00,-1.2,,71,-1.1
131,没林,2024-02-10 05:00,-1.6,,74,-1.3
131,没林,2024-02-10 06:00,-1.5,,75,-1.4
131,没林,2024-02-10 07:00,-1.9,,76,-1.7
131,没林,2024-02-10 08:00,-1.9,,77,-1.3
131,没林,2024-02-10 09:00,-.9,,75,-.1
131,没林,2024-02-10 10:00,1,,70,.3
131,没林,2024-02-10 11:00,3,,62,5
131,没林,2024-02-10 12:00,4.6,,56,10.8
131,没林,2024-02-10 13:00,6.6,,48,12.6
131,没林,2024-02-10 14:00,6.3,,45,8
131,没林,2024-02-10 15:00,6.1,0,60,9.3
131,没林,2024-02-10 16:00,5.8,,57,7.5
131,没林,2024-02-10 17:00,5.8,,53,5.9
131,没林,2024-02-10 18:00,4.9,,56,2.7
131,没林,2024-02-10 19:00,4,,60,1
131,没林,2024-02-10 20:00,3.5,,53,.5
131,没林,2024-02-10 21:00,2.7,,48,.3
131,没林,2024-02-10 22:00,1.8,,54,.1
131,没林,2024-02-10 23:00,.9,,56,-.3
131,没林,2024-02-11 00:00,1,,56,-.5
131,没林,2024-02-11 01:00,.1,,66,-.8
131,没林,2024-02-11 02:00,-.9,,65,-1
131,没林,2024-02-11 03:00,-1.4,,67,-1.3
131,没林,2024-02-11 04:00,-1.5,,69,-1.5
131,没林,2024-02-11 05:00,-1.8,,69,-1.8
131,没林,2024-02-11 06:00,-2.2,,71,-1.9
131,没林,2024-02-11 07:00,-2.5,,74,-2.1
131,没林,2024-02-11 08:00,-2.5,,73,-1.7
131,没林,2024-02-11 09:00,-1.2,,69,-.2
131,没林,2024-02-11 10:00,.9,,65,.4
131,没林,2024-02-11 11:00,2.2,,61,2.5
131,没林,2024-02-11 12:00,2.1,0,69,5.3
131,没林,2024-02-11 13:00,3.2,,66,7.5
131,没林,2024-02-11 14:00,3.9,,63,10
131,没林,2024-02-11 15:00,4.5,,63,8.6
131,没林,2024-02-11 16:00,5.3,,59,8.1
131,没林,2024-02-11 17:00,5.5,,44,5
131,没林,2024-02-11 18:00,4.5,,47,2.2
131,没林,2024-02-11 19:00,3.5,,51,.6
131,没林,2024-02-11 20:00,3.2,,55,.2
131,没林,2024-02-11 21:00,2.8,,57,.1
131,没林,2024-02-11 22:00,2.7,,59,.2
131,没林,2024-02-11 23:00,2,,61,.1
131,没林,2024-02-12 00:00,1.5,,64,-.1
131,没林,2024-02-12 01:00,.8,,69,-.5
131,没林,2024-02-12 02:00,.2,,71,-.7
131,没林,2024-02-12 03:00,-.5,,74,-.9
131,没林,2024-02-12 04:00,-.7,,75,-1.2
131,没林,2024-02-12 05:00,-1.3,,76,-1.3
131,没林,2024-02-12 06:00,-1.6,,78,-1.5
131,没林,2024-02-12 07:00,-1.5,,79,-1.8
131,没林,2024-02-12 08:00,-2.5,,83,-1.4
131,没林,2024-02-12 09:00,-.5,,77,0
131,没林,2024-02-12 10:00,2.7,,69,1
131,没林,2024-02-12 11:00,4.4,,58,9
131,没林,2024-02-12 12:00,6.1,,46,14.8
131,没林,2024-02-12 13:00,8,,36,16.9
131,没林,2024-02-12 14:00,9.7,,24,17
131,没林,2024-02-12 15:00,10.3,,25,14.8
131,没林,2024-02-12 16:00,11.1,,23,11.1
131,没林,2024-02-12 17:00,11.1,,24,7
131,没林,2024-02-12 18:00,9.8,,32,4.5
131,没林,2024-02-12 19:00,8.6,,36,3
131,没林,2024-02-12 20:00,7.6,,41,2
131,没林,2024-02-12 21:00,6.8,,42,1
131,没林,2024-02-12 22:00,5.5,,47,.6
131,没林,2024-02-12 23:00,4.4,,50,.5
131,没林,2024-02-13 00:00,4.4,,49,.4
131,没林,2024-02-13 01:00,2.6,,60,.4
131,没林,2024-02-13 02:00,2.1,,64,.2
131,没林,2024-02-13 03:00,2.7,,61,.4
131,没林,2024-02-13 04:00,2,,65,.2
131,没林,2024-02-13 05:00,.6,,71,0
131,没林,2024-02-13 06:00,.8,,71,0
131,没林,2024-02-13 07:00,.4,,71,-.3
131,没林,2024-02-13 08:00,1.3,,70,-.2
131,没林,2024-02-13 09:00,2.7,,66,.3
131,没林,2024-02-13 10:00,6.2,,57,9.5
131,没林,2024-02-13 11:00,10.6,,50,15.6
131,没林,2024-02-13 12:00,12.9,,50,18
131,没林,2024-02-13 13:00,14,,47,18.7
